PROJECT_CODE;APPLICATION_DOMAIN;FP_EFFORT;IFPUG_FP;IFPUG_ILF;IFPUG_EIF;IFPUG_EI;IFPUG_EQ;IFPUG_EO;IFPUG_PROD_GREZZA_FP;IS_ILF;IS_EIF;IS_EI;IS_EQ;IS_EO;IFPUG_PROD_ATTESA_FP;STRUCTURAL_PROD_INDEX;DIST_STRUTTURALE;CLUSTER;DATASET_TYPE;CLASSE_COERENZA;NOTE_PROFILO
PRJ_DATA_034;Data Platform;3,60;12,00;0,00;0,00;3,00;0,00;0,00;3,33;0,00;0,00;1,00;0,00;0,00;2,71;1,23;0,80;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_035;Data Platform;5,10;14,00;1,00;0,00;1,00;0,00;0,00;2,75;0,50;0,00;0,50;0,00;0,00;2,70;1,02;0,52;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_036;Data Platform;9,00;18,00;0,00;0,00;1,00;1,00;2,00;2,00;0,00;0,00;0,25;0,25;0,50;2,23;0,89;0,28;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_DATA_037;Data Platform;15,00;20,00;0,00;0,00;1,00;4,00;0,00;1,33;0,00;0,00;0,20;0,80;0,00;2,50;0,53;0,70;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_038;Data Platform;11,00;18,00;0,00;2,00;1,00;0,00;0,00;1,64;0,00;0,67;0,33;0,00;0,00;1,80;0,91;0,77;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_039;Data Platform;13,00;18,00;0,00;0,00;1,00;1,00;2,00;1,38;0,00;0,00;0,25;0,25;0,50;2,23;0,62;0,28;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_DATA_040;Data Platform;7,50;14,00;1,00;0,00;1,00;0,00;0,00;1,87;0,50;0,00;0,50;0,00;0,00;2,70;0,69;0,52;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_041;Data Platform;6,60;12,00;0,00;0,00;3,00;0,00;0,00;1,82;0,00;0,00;1,00;0,00;0,00;2,71;0,67;0,80;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_042;Data Platform;66,50;116,00;10,00;0,00;4,00;0,00;0,00;1,74;0,71;0,00;0,29;0,00;0,00;2,70;0,65;0,64;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_043;Data Platform;45,40;79,00;1,00;0,00;6,00;5,00;5,00;1,74;0,06;0,00;0,35;0,29;0,29;2,39;0,73;0,16;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_DATA_044;Data Platform;16,50;46,00;2,00;0,00;3,00;1,00;2,00;2,79;0,25;0,00;0,38;0,12;0,25;2,47;1,13;0,13;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_DATA_045;Data Platform;50,00;64,00;0,00;0,00;2,00;4,00;8,00;1,28;0,00;0,00;0,14;0,29;0,57;2,17;0,59;0,38;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_046;Data Platform;15,80;36,00;1,00;0,00;2,00;2,00;2,00;2,28;0,14;0,00;0,29;0,29;0,29;2,40;0,95;0,10;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_DATA_047;Data Platform;15,10;33,00;2,00;0,00;2,00;0,00;1,00;2,19;0,40;0,00;0,40;0,00;0,20;2,54;0,86;0,33;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_DATA_048;Data Platform;18,00;28,00;2,00;0,00;2,00;0,00;0,00;1,56;0,50;0,00;0,50;0,00;0,00;2,70;0,58;0,52;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_049;Data Platform;3,00;12,00;0,00;0,00;0,00;3,00;0,00;4,00;0,00;0,00;0,00;1,00;0,00;2,44;1,64;0,92;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_050;Data Platform;7,00;16,00;0,00;0,00;0,00;4,00;0,00;2,29;0,00;0,00;0,00;1,00;0,00;2,44;0,94;0,92;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_051;Data Platform;10,00;13,00;0,00;0,00;1,00;1,00;1,00;1,30;0,00;0,00;0,33;0,33;0,33;2,35;0,55;0,23;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_052;Data Platform;36,40;84,00;3,00;0,00;5,00;1,00;6,00;2,31;0,20;0,00;0,33;0,07;0,40;2,36;0,98;0,18;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_DATA_053;Data Platform;33,80;69,00;2,00;0,00;4,00;2,00;5,00;2,04;0,15;0,00;0,31;0,15;0,38;2,35;0,87;0,11;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_DATA_054;Data Platform;18,10;49,00;1,00;0,00;3,00;3,00;3,00;2,71;0,10;0,00;0,30;0,30;0,30;2,38;1,14;0,13;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_DATA_055;Data Platform;26,00;56,00;1,00;1,00;4,00;2,00;3,00;2,15;0,09;0,09;0,36;0,18;0,27;2,31;0,93;0,14;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_DATA_056;Data Platform;20,20;46,00;2,00;0,00;3,00;1,00;2,00;2,28;0,25;0,00;0,38;0,12;0,25;2,47;0,92;0,13;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_DATA_057;Data Platform;13,90;40,00;1,00;0,00;2,00;3,00;2,00;2,88;0,12;0,00;0,25;0,38;0,25;2,40;1,20;0,20;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_DATA_058;Data Platform;50,00;64,00;0,00;0,00;2,00;4,00;8,00;1,28;0,00;0,00;0,14;0,29;0,57;2,17;0,59;0,38;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_059;Data Platform;15,10;33,00;2,00;0,00;2,00;0,00;1,00;2,19;0,40;0,00;0,40;0,00;0,20;2,54;0,86;0,33;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_DATA_060;Data Platform;18,00;28,00;2,00;0,00;2,00;0,00;0,00;1,56;0,50;0,00;0,50;0,00;0,00;2,70;0,58;0,52;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_061;Data Platform;14,00;51,00;3,00;0,00;3,00;1,00;1,00;3,64;0,38;0,00;0,38;0,12;0,12;2,57;1,42;0,28;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_062;Data Platform;10,00;58,00;3,00;0,00;1,00;1,00;4,00;5,80;0,33;0,00;0,11;0,11;0,44;2,31;2,51;0,30;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_063;Data Platform;25,20;35,00;0,00;0,00;0,00;0,00;7,00;1,39;0,00;0,00;0,00;0,00;1,00;1,90;0,73;0,82;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_064;Data Platform;3,60;18,00;1,00;0,00;2,00;0,00;0,00;5,00;0,33;0,00;0,67;0,00;0,00;2,70;1,85;0,53;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_065;Data Platform;21,40;24,00;1,00;0,00;1,00;0,00;2,00;1,12;0,25;0,00;0,25;0,00;0,50;2,30;0,49;0,30;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_066;Data Platform;7,00;16,00;0,00;0,00;0,00;4,00;0,00;2,29;0,00;0,00;0,00;1,00;0,00;2,44;0,94;0,92;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_DATA_067;Data Platform;40,00;125,00;1,00;0,00;10,00;5,00;11,00;3,12;0,04;0,00;0,37;0,19;0,41;2,33;1,34;0,20;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_001;Integration;28,70;67,00;0,00;0,00;7,00;1,00;7,00;2,33;0,00;0,00;0,47;0,07;0,47;1,81;1,29;0,08;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_002;Integration;18,70;54,00;0,00;0,00;5,00;1,00;6,00;2,89;0,00;0,00;0,42;0,08;0,50;1,81;1,60;0,08;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_003;Integration;18,10;51,00;0,00;0,00;3,00;1,00;7,00;2,82;0,00;0,00;0,27;0,09;0,64;1,80;1,56;0,25;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_004;Integration;33,90;57,00;0,00;0,00;6,00;2,00;5,00;1,68;0,00;0,00;0,46;0,15;0,38;1,82;0,92;0,07;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_INTEGRATION_005;Integration;27,50;49,00;0,00;0,00;5,00;1,00;5,00;1,78;0,00;0,00;0,45;0,09;0,45;1,81;0,98;0,06;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_INTEGRATION_006;Integration;76,90;117,00;0,00;0,00;13,00;0,00;13,00;1,52;0,00;0,00;0,50;0,00;0,50;1,80;0,84;0,17;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_007;Integration;21,90;44,00;0,00;0,00;5,00;1,00;4,00;2,01;0,00;0,00;0,50;0,10;0,40;1,82;1,11;0,09;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_008;Integration;31,60;53,00;0,00;0,00;6,00;1,00;5,00;1,68;0,00;0,00;0,50;0,08;0,42;1,81;0,92;0,09;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_INTEGRATION_009;Integration;32,20;53,00;0,00;0,00;6,00;1,00;5,00;1,65;0,00;0,00;0,50;0,08;0,42;1,81;0,91;0,09;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_INTEGRATION_010;Integration;25,70;45,00;0,00;0,00;4,00;1,00;5,00;1,75;0,00;0,00;0,40;0,10;0,50;1,81;0,97;0,07;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_INTEGRATION_011;Integration;19,60;40,00;0,00;0,00;4,00;1,00;4,00;2,04;0,00;0,00;0,44;0,11;0,44;1,81;1,12;0,03;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_012;Integration;39,80;54,00;0,00;0,00;4,00;2,00;6,00;1,36;0,00;0,00;0,33;0,17;0,50;1,82;0,75;0,11;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_013;Integration;26,00;44,00;0,00;0,00;5,00;1,00;4,00;1,69;0,00;0,00;0,50;0,10;0,40;1,82;0,93;0,09;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_INTEGRATION_014;Integration;21,40;40,00;0,00;0,00;4,00;1,00;4,00;1,87;0,00;0,00;0,44;0,11;0,44;1,81;1,03;0,03;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_INTEGRATION_015;Integration;23,10;40,00;0,00;0,00;4,00;1,00;4,00;1,73;0,00;0,00;0,44;0,11;0,44;1,81;0,95;0,03;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_INTEGRATION_016;Integration;23,70;40,00;0,00;0,00;4,00;1,00;4,00;1,69;0,00;0,00;0,44;0,11;0,44;1,81;0,93;0,03;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_INTEGRATION_017;Integration;20,20;36,00;0,00;0,00;3,00;1,00;4,00;1,78;0,00;0,00;0,38;0,12;0,50;1,81;0,98;0,08;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_INTEGRATION_018;Integration;10,50;31,00;0,00;0,00;3,00;1,00;3,00;2,95;0,00;0,00;0,43;0,14;0,43;1,82;1,62;0,01;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_019;Integration;13,10;28,00;0,00;0,00;1,00;1,00;4,00;2,14;0,00;0,00;0,17;0,17;0,67;1,81;1,18;0,35;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_020;Integration;12,30;27,00;0,00;0,00;2,00;1,00;3,00;2,20;0,00;0,00;0,33;0,17;0,50;1,82;1,21;0,11;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_021;Integration;22,50;36,00;0,00;0,00;3,00;1,00;4,00;1,60;0,00;0,00;0,38;0,12;0,50;1,81;0,88;0,08;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_022;Integration;18,70;33,00;0,00;0,00;1,00;1,00;5,00;1,76;0,00;0,00;0,14;0,14;0,71;1,80;0,98;0,39;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_023;Integration;13,40;27,00;0,00;0,00;2,00;1,00;3,00;2,01;0,00;0,00;0,33;0,17;0,50;1,82;1,11;0,11;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_024;Integration;26,60;35,00;0,00;0,00;0,00;0,00;7,00;1,32;0,00;0,00;0,00;0,00;1,00;1,78;0,74;0,72;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_025;Integration;24,60;35,00;0,00;0,00;4,00;1,00;3,00;1,42;0,00;0,00;0,50;0,12;0,38;1,82;0,78;0,10;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_026;Integration;13,70;26,00;0,00;0,00;3,00;1,00;2,00;1,90;0,00;0,00;0,50;0,17;0,33;1,83;1,04;0,13;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_027;Integration;9,40;23,00;0,00;0,00;1,00;1,00;3,00;2,45;0,00;0,00;0,20;0,20;0,60;1,82;1,35;0,28;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_028;Integration;26,90;31,00;0,00;0,00;3,00;1,00;3,00;1,15;0,00;0,00;0,43;0,14;0,43;1,82;0,63;0,01;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_029;Integration;19,90;31,00;0,00;0,00;3,00;1,00;3,00;1,56;0,00;0,00;0,43;0,14;0,43;1,82;0,86;0,01;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_030;Integration;11,70;23,00;0,00;0,00;1,00;1,00;3,00;1,97;0,00;0,00;0,20;0,20;0,60;1,82;1,08;0,28;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_031;Integration;15,40;26,00;0,00;0,00;3,00;1,00;2,00;1,69;0,00;0,00;0,50;0,17;0,33;1,83;0,93;0,13;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_032;Integration;10,80;22,00;0,00;0,00;2,00;1,00;2,00;2,04;0,00;0,00;0,40;0,20;0,40;1,82;1,12;0,08;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_033;Integration;9,10;22,00;0,00;0,00;2,00;1,00;2,00;2,42;0,00;0,00;0,40;0,20;0,40;1,82;1,32;0,08;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_034;Integration;15,90;26,00;0,00;0,00;3,00;1,00;2,00;1,64;0,00;0,00;0,50;0,17;0,33;1,83;0,90;0,13;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_035;Integration;16,70;26,00;0,00;0,00;3,00;1,00;2,00;1,56;0,00;0,00;0,50;0,17;0,33;1,83;0,85;0,13;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_036;Integration;12,60;22,00;0,00;0,00;2,00;1,00;2,00;1,75;0,00;0,00;0,40;0,20;0,40;1,82;0,96;0,08;0;B;Alta coerenza;Struttura e resa in linea con il profilo strutturale di riferimento per il dominio/applicazione e cluster di appartenenza.
PRJ_INTEGRATION_037;Integration;10,50;21,00;0,00;0,00;3,00;1,00;1,00;2,00;0,00;0,00;0,60;0,20;0,20;1,83;1,09;0,30;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_038;Integration;21,40;26,00;0,00;0,00;3,00;1,00;2,00;1,21;0,00;0,00;0,50;0,17;0,33;1,83;0,67;0,13;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_039;Integration;6,40;21,00;0,00;0,00;3,00;1,00;1,00;3,28;0,00;0,00;0,60;0,20;0,20;1,83;1,79;0,30;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_040;Integration;11,70;21,00;0,00;0,00;3,00;1,00;1,00;1,79;0,00;0,00;0,60;0,20;0,20;1,83;0,98;0,30;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_041;Integration;8,80;18,00;0,00;0,00;2,00;0,00;2,00;2,05;0,00;0,00;0,50;0,00;0,50;1,80;1,14;0,17;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_042;Integration;6,10;18,00;0,00;0,00;1,00;1,00;2,00;2,95;0,00;0,00;0,25;0,25;0,50;1,82;1,62;0,22;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_043;Integration;7,60;18,00;0,00;0,00;2,00;0,00;2,00;2,37;0,00;0,00;0,50;0,00;0,50;1,80;1,31;0,17;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_044;Integration;9,10;18,00;0,00;0,00;1,00;1,00;2,00;1,98;0,00;0,00;0,25;0,25;0,50;1,82;1,08;0,22;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_045;Integration;8,20;18,00;0,00;0,00;2,00;0,00;2,00;2,20;0,00;0,00;0,50;0,00;0,50;1,80;1,22;0,17;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_046;Integration;21,90;22,00;0,00;0,00;2,00;1,00;2,00;1,00;0,00;0,00;0,40;0,20;0,40;1,82;0,55;0,08;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_047;Integration;21,30;22,00;0,00;0,00;2,00;1,00;2,00;1,03;0,00;0,00;0,40;0,20;0,40;1,82;0,57;0,08;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_048;Integration;9,90;18,00;0,00;0,00;2,00;0,00;2,00;1,82;0,00;0,00;0,50;0,00;0,50;1,80;1,01;0,17;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_049;Integration;11,10;18,00;0,00;0,00;2,00;0,00;2,00;1,62;0,00;0,00;0,50;0,00;0,50;1,80;0,90;0,17;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_050;Integration;8,80;17,00;0,00;0,00;2,00;1,00;1,00;1,93;0,00;0,00;0,50;0,25;0,25;1,84;1,05;0,23;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_051;Integration;8,80;17,00;0,00;0,00;2,00;1,00;1,00;1,93;0,00;0,00;0,50;0,25;0,25;1,84;1,05;0,23;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_052;Integration;5,30;13,00;0,00;0,00;1,00;1,00;1,00;2,45;0,00;0,00;0,33;0,33;0,33;1,84;1,33;0,24;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_053;Integration;14,30;18,00;0,00;0,00;1,00;1,00;2,00;1,26;0,00;0,00;0,25;0,25;0,50;1,82;0,69;0,22;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_054;Integration;10,50;17,00;0,00;0,00;2,00;1,00;1,00;1,62;0,00;0,00;0,50;0,25;0,25;1,84;0,88;0,23;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_055;Integration;7,00;13,00;0,00;0,00;1,00;1,00;1,00;1,86;0,00;0,00;0,33;0,33;0,33;1,84;1,01;0,24;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_056;Integration;11,10;14,00;0,00;0,00;1,00;0,00;2,00;1,26;0,00;0,00;0,33;0,00;0,67;1,79;0,70;0,28;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_057;Integration;12,30;13,00;0,00;0,00;1,00;1,00;1,00;1,06;0,00;0,00;0,33;0,33;0,33;1,84;0,57;0,24;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_058;Integration;14,00;13,00;0,00;0,00;1,00;1,00;1,00;0,93;0,00;0,00;0,33;0,33;0,33;1,84;0,50;0,24;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_059;Integration;10,50;13,00;0,00;0,00;1,00;1,00;1,00;1,24;0,00;0,00;0,33;0,33;0,33;1,84;0,67;0,24;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_060;Integration;8,80;13,00;0,00;0,00;1,00;1,00;1,00;1,48;0,00;0,00;0,33;0,33;0,33;1,84;0,80;0,24;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_061;Integration;7,30;9,00;0,00;0,00;1,00;0,00;1,00;1,23;0,00;0,00;0,50;0,00;0,50;1,80;0,68;0,17;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
